Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Carnegie,9 Vine Gr,2,h,1630000,S,Woodards,22/07/2017,10.1,3163,2,1,1,618,,,Glen Eira City Council,-37.89347,145.04772,Southern Metropolitan,7822
Carnegie,2A Walden Gr,3,h,1050000,VB,Eview,22/07/2017,10.1,3163,3,1,2,184,133,1990,Glen Eira City Council,-37.90017,145.05812,Southern Metropolitan,7822
Carrum,15A Riversdale Av,3,h,825000,S,Ray,22/07/2017,31.2,3197,3,2,1,355,,,Kingston City Council,-38.07196,145.13036,South-Eastern Metropolitan,1989
Carrum,2/66 Whatley St,2,u,655000,S,Eview,22/07/2017,31.2,3197,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,1989
Caulfield North,6/374 Dandenong Rd,2,u,610000,PI,Greg,22/07/2017,7.8,3161,2,1,1,816,88,2007,Glen Eira City Council,-37.86068,145.01121,Southern Metropolitan,6923
Chadstone,3/22 Stapley Cr,3,t,977500,S,Buxton,22/07/2017,11.7,3148,3,3,3,209,,2012,Monash City Council,-37.88923,145.0964,Southern Metropolitan,3582
Chelsea,1/15 Cross Rd,2,u,639000,S,Eview,22/07/2017,27,3196,2,1,2,278,104,1980,Kingston City Council,-38.04602,145.1191,South-Eastern Metropolitan,3906
Cheltenham,10 Cronin Ct,4,h,1138000,S,HAR,22/07/2017,17.9,3192,4,2,1,536,,,Bayside City Council,-37.96768,145.07966,Southern Metropolitan,9758
Cheltenham,30 Nancy St,3,h,1050000,PI,Barry,22/07/2017,17.9,3192,3,1,2,539,169,1970,Bayside City Council,-37.97223,145.07895,Southern Metropolitan,9758
Clifton Hill,11/165 Noone St,2,u,640000,SA,Nelson,22/07/2017,3.6,3068,2,2,1,533,110,2011,Yarra City Council,-37.79443,144.99944,Northern Metropolitan,2954
Coburg,35 Belgrave St,3,h,1285000,S,Nelson,22/07/2017,6.7,3058,3,1,2,579,143,1930,Darebin City Council,-37.74482,144.97499,Northern Metropolitan,11204
Coburg,1B Crozier St,3,h,890000,S,Peter,22/07/2017,6.7,3058,3,2,2,190,,2015,Darebin City Council,-37.74978,144.97738,Northern Metropolitan,11204
Coburg,41 Mayfield St,4,h,,SP,Peter,22/07/2017,6.7,3058,4,2,1,488,,,Darebin City Council,-37.74128,144.96124,Northern Metropolitan,11204
Collingwood,92 Gold St,2,h,,VB,Nelson,22/07/2017,2,3066,2,1,0,190,,,Yarra City Council,-37.79553,144.98995,Northern Metropolitan,4553
Collingwood,53 Mater St,2,h,1080000,S,Nelson,22/07/2017,2,3066,2,1,0,0,94,1890,Yarra City Council,-37.79589,144.98863,Northern Metropolitan,4553
Craigieburn,55 Champion Pde,4,h,,SN,Barry,22/07/2017,20.6,3064,4,2,2,405,,,Hume City Council,-37.59732,144.89737,Northern Metropolitan,15510
Craigieburn,42 Excelsior Hts,6,h,1000000,S,YPA,22/07/2017,20.6,3064,6,3,2,752,40,,Hume City Council,-37.57186,144.93495,Northern Metropolitan,15510
Craigieburn,11 Heytesbury Cr,3,h,607500,S,hockingstuart,22/07/2017,20.6,3064,3,2,2,654,185,1999,Hume City Council,-37.6038,144.9226,Northern Metropolitan,15510
Craigieburn,30 Medway Rd,4,h,,SN,Barry,22/07/2017,20.6,3064,4,3,2,653,165,1980,Hume City Council,-37.59175,144.93361,Northern Metropolitan,15510
Craigieburn,22 Moresby Ct,3,h,,SN,Barry,22/07/2017,20.6,3064,3,2,2,514,35,2006,Hume City Council,-37.5929,144.90742,Northern Metropolitan,15510
Craigieburn,60 Northumberland Cct,3,h,500000,S,Stockdale,22/07/2017,20.6,3064,3,2,2,448,150,2008,Hume City Council,-37.58242,144.93001,Northern Metropolitan,15510
Craigieburn,24 Paddington St,3,h,515000,S,Ray,22/07/2017,20.6,3064,3,2,2,490,122.25,,Hume City Council,-37.58025,144.92088,Northern Metropolitan,15510
Craigieburn,70 Penhall Dr,3,h,510000,S,Ray,22/07/2017,20.6,3064,3,2,2,350,161,2014,Hume City Council,-37.56883,144.90887,Northern Metropolitan,15510
Craigieburn,36 Serenity Wy,4,h,592500,S,Ray,22/07/2017,20.6,3064,4,2,2,448,188,2011,Hume City Council,-37.57635,144.91151,Northern Metropolitan,15510
Craigieburn,6 Virtue Wy,4,h,595000,S,Ray,22/07/2017,20.6,3064,4,2,2,420,,2015,Hume City Council,-37.59386,144.90009,Northern Metropolitan,15510
Craigieburn,34 Windrock Av,2,h,,PI,Ray,22/07/2017,20.6,3064,2,1,1,299,73,2013,Hume City Council,-37.57642,144.92997,Northern Metropolitan,15510
Croydon,8 Railway Cr,3,h,1005000,S,McGrath,22/07/2017,23,3136,3,1,1,1018,,,Maroondah City Council,-37.79327,145.28352,Eastern Metropolitan,11925
Dallas,37 Benalla St,3,h,,SN,Barry,22/07/2017,14,3047,3,1,1,613,104,1970,Hume City Council,-37.67283,144.93835,Northern Metropolitan,2246
Dandenong,1 Caroline St,3,h,669000,S,Stockdale,22/07/2017,24.7,3175,3,1,1,713,145,1960,Greater Dandenong City Council,-37.98997,145.2254,South-Eastern Metropolitan,10894
Dandenong,43 Fifth Av,3,h,,PI,Barry,22/07/2017,24.7,3175,3,1,1,653,110,1955,Greater Dandenong City Council,-37.9788,145.20554,South-Eastern Metropolitan,10894
Dandenong,1462 Heatherton Rd,3,h,880000,S,Barry,22/07/2017,24.7,3175,3,2,10,734,,,Greater Dandenong City Council,-37.96969,145.21043,South-Eastern Metropolitan,10894
Dandenong North,7 Belmont Av,3,h,560000,S,Barry,22/07/2017,24.7,3175,3,1,2,630,,,Greater Dandenong City Council,-37.96543,145.20339,South-Eastern Metropolitan,8322
Dandenong North,7 Buchan St,5,h,895000,S,Barry,22/07/2017,24.7,3175,5,2,4,779,186,1970,Greater Dandenong City Council,-37.94465,145.21236,South-Eastern Metropolitan,8322
Deepdene,4/193 Whitehorse Rd,2,h,710000,S,Nelson,22/07/2017,7.9,3103,2,1,2,1533,,,Boroondara City Council,-37.81143,145.07108,Southern Metropolitan,892
Deer Park,15 Abercairn Ct,3,h,572000,S,hockingstuart,22/07/2017,14.8,3023,3,3,6,585,,,Brimbank City Council,-37.75907,144.75924,Western Metropolitan,6388
Deer Park,38 Salmond St,4,h,,SN,Barry,22/07/2017,14.8,3023,4,2,4,611,161,1960,Brimbank City Council,-37.76127,144.76759,Western Metropolitan,6388
Delahey,11 Barley Ct,4,h,505000,S,YPA,22/07/2017,18,3037,4,2,2,344,105.9,1995,Brimbank City Council,-37.719,144.76699,Western Metropolitan,2898
Delahey,29 Kingsley Pl,3,h,550000,PI,Sweeney,22/07/2017,18,3037,3,2,2,668,,,Brimbank City Council,-37.72589,144.77991,Western Metropolitan,2898
Doncaster,5 Alma Ct,5,h,1530000,S,Barry,22/07/2017,12.4,3108,5,3,2,851,215,1975,Manningham City Council,-37.78109,145.13745,Eastern Metropolitan,9028
Doncaster,2/763 Doncaster Rd,3,t,900000,VB,RT,22/07/2017,12.4,3108,,,,,,,Manningham City Council,,,Eastern Metropolitan,9028
Doncaster East,18B Churchill St,3,t,816000,S,Barry,22/07/2017,14.3,3109,3,1,2,0,121,2010,Manningham City Council,-37.78738,145.16033,Eastern Metropolitan,10999
Doncaster East,45 Elizabeth St,4,h,1385000,S,Jellis,22/07/2017,14.3,3109,4,3,2,417,203,1980,Manningham City Council,-37.79223,145.14606,Eastern Metropolitan,10999
Doncaster East,30A Renshaw St,4,t,1380000,VB,Noel,22/07/2017,14.3,3109,,,,,,,Manningham City Council,,,Eastern Metropolitan,10999
Doncaster East,2/14 Talford St,3,u,,SN,Parkes,22/07/2017,14.3,3109,3,2,2,291,,,Manningham City Council,-37.79095,145.16461,Eastern Metropolitan,10999
Donvale,49 Lisbeth Av,3,h,,SA,Fletchers,22/07/2017,16.1,3111,3,1,1,725,,,Manningham City Council,-37.80241,145.19674,Eastern Metropolitan,4790
Donvale,66 Lisbeth Av,3,h,900000,PI,Philip,22/07/2017,16.1,3111,3,1,2,726,,,Manningham City Council,-37.80279,145.19974,Eastern Metropolitan,4790
Doreen,58 Cathedral Ri,4,h,547000,S,Morrison,22/07/2017,25.9,3754,,,,,,,Nillumbik Shire Council,,,Northern Victoria,7254
Doveton,33 Kanooka Gr,2,h,472500,S,C21,22/07/2017,28.8,3177,2,1,2,590,74,1960,Casey City Council,-37.99715,145.23526,South-Eastern Metropolitan,3533
East Melbourne,29/22 Agnes St,2,u,,SP,Caine,22/07/2017,1.3,3002,2,1,1,2319,75,1970,Melbourne City Council,-37.81773,144.98009,Northern Metropolitan,3040
East Melbourne,205/30 St Andrews Pl,1,u,895000,S,Kay,22/07/2017,1.3,3002,1,1,1,0,60,1990,Melbourne City Council,-37.81177,144.97617,Northern Metropolitan,3040
Edithvale,9a Ivan Av,2,u,724000,S,O'Brien,22/07/2017,27,3196,2,1,2,224,104,2000,Kingston City Council,-38.0371,145.11717,South-Eastern Metropolitan,2546
Elsternwick,16 Allison Rd,3,h,1975000,S,Biggin,22/07/2017,7.2,3185,3,2,2,458,165,1900,Glen Eira City Council,-37.88148,145.00539,Southern Metropolitan,4898
Elsternwick,4/49 Seymour Rd,3,t,1200000,S,Biggin,22/07/2017,7.2,3185,3,1,2,1405,117,1965,Glen Eira City Council,-37.88065,145.01112,Southern Metropolitan,4898
Eltham,1/1326 Main Rd,3,t,751000,SP,Nelson,22/07/2017,18,3095,3,2,2,247,,2009,Banyule City Council,-37.70318,145.16467,Eastern Metropolitan,6990
Elwood,11 Byron St,2,h,,SN,Morleys,22/07/2017,7.2,3184,2,1,0,223,,,Port Phillip City Council,-37.87699,144.99097,Southern Metropolitan,8989
Elwood,1/3 Greig Ct,2,u,635000,S,McGrath,22/07/2017,7.2,3184,2,1,1,371,,,Port Phillip City Council,-37.87872,144.98894,Southern Metropolitan,8989
Elwood,7/59 Ormond Rd,2,u,630000,S,McGrath,22/07/2017,7.2,3184,2,1,1,637,73,1970,Port Phillip City Council,-37.88374,144.98518,Southern Metropolitan,8989
Elwood,4/6 Pine Av,2,u,730000,S,Biggin,22/07/2017,7.2,3184,2,2,1,0,,2013,Port Phillip City Council,-37.88678,144.98855,Southern Metropolitan,8989
Epping,13 Anglers Dr,4,h,600000,S,Stockdale,22/07/2017,19.6,3076,4,2,2,500,,,Whittlesea City Council,-37.62756,145.03364,Northern Metropolitan,10926
Epping,111 Duffy St,3,h,410000,SP,hockingstuart,22/07/2017,19.6,3076,3,1,1,216,,,Whittlesea City Council,-37.64151,145.02265,Northern Metropolitan,10926
Epping,54 McDonalds Rd,3,h,,SN,Barry,22/07/2017,19.6,3076,3,2,2,588,,1985,Whittlesea City Council,-37.6455,145.0389,Northern Metropolitan,10926
Epping,26 Paul Cr,4,h,,PI,Harcourts,22/07/2017,19.6,3076,4,3,2,766,,,Whittlesea City Council,-37.63521,145.0302,Northern Metropolitan,10926
Epping,6 Shields St,3,h,545000,S,hockingstuart,22/07/2017,19.6,3076,3,1,2,400,,,Whittlesea City Council,-37.62894,145.00977,Northern Metropolitan,10926
Essendon,15 Robb St,3,h,1620000,S,Nelson,22/07/2017,7.5,3040,3,1,1,393,,,Moonee Valley City Council,-37.75769,144.91051,Western Metropolitan,9264
Essendon,6/10 Violet St,1,u,326000,S,Nelson,22/07/2017,7.5,3040,1,1,1,0,,,Moonee Valley City Council,-37.75547,144.91327,Western Metropolitan,9264
Essendon North,18 Royal Av,3,h,1535000,S,Jellis,22/07/2017,8.2,3041,3,1,2,811,152,1925,Moonee Valley City Council,-37.7384,144.90485,Western Metropolitan,1308
Fawkner,115 Lorne St,2,h,830000,PI,Stockdale,22/07/2017,13.1,3060,2,1,1,779,102,1950,Hume City Council,-37.71532,144.96508,Northern Metropolitan,5070
Ferntree Gully,7 Austin St,3,h,740000,SP,Stockdale,22/07/2017,24.8,3156,3,1,2,968,118,1955,Knox City Council,-37.88523,145.28553,Eastern Metropolitan,10788
Fitzroy,201 Gore St,6,h,2590000,S,Nelson,22/07/2017,2.1,3065,,,,,,,Yarra City Council,,,Northern Metropolitan,5825
Fitzroy North,2 Eastham St,3,h,,PI,Fletchers,22/07/2017,3.6,3068,3,1,1,206,118,1900,Moreland City Council,-37.78298,144.98623,Northern Metropolitan,6244
Flemington,15/60 Farnham St,2,u,505000,SP,Nelson,22/07/2017,3.4,3031,2,1,1,0,,,Melbourne City Council,-37.78257,144.93106,Northern Metropolitan,3593
Footscray,107/250 Barkly St,2,u,430000,PI,McGrath,22/07/2017,5.1,3011,2,1,1,1909,110,2007,Maribyrnong City Council,-37.79919,144.89607,Western Metropolitan,7570
Footscray,16 Creswick St,3,h,900000,PI,Sweeney,22/07/2017,5.1,3011,3,1,3,312,106,1880,Maribyrnong City Council,-37.79334,144.89128,Western Metropolitan,7570
Footscray,15 Greer St,4,h,1000000,SA,Nelson,22/07/2017,5.1,3011,4,2,1,180,206,1994,Maribyrnong City Council,-37.79686,144.908,Western Metropolitan,7570
Footscray,12 Jerrold St,4,h,891000,S,Sweeney,22/07/2017,5.1,3011,4,1,3,446,101.7,1920,Maribyrnong City Council,-37.79221,144.89076,Western Metropolitan,7570
Forest Hill,2/66 Mahoneys Rd,3,h,742000,S,hockingstuart,22/07/2017,15.4,3131,3,1,1,404,,,Whitehorse City Council,-37.83792,145.16573,Eastern Metropolitan,4385
Forest Hill,19 Victor Cr,3,h,1011000,S,McGrath,22/07/2017,15.4,3131,3,1,1,590,114,1960,Whitehorse City Council,-37.84308,145.168,Eastern Metropolitan,4385
Frankston,63 Dalpura Cct,3,h,,PI,Barry,22/07/2017,38,3199,3,1,7,1206,,,Frankston City Council,-38.13629,145.16902,South-Eastern Metropolitan,17055
Frankston,10 Yuluma Ct,4,h,600500,S,Eview,22/07/2017,38,3199,4,2,2,580,,,Frankston City Council,-38.13805,145.16668,South-Eastern Metropolitan,17055
Frankston North,54 Moreton St,3,h,,PI,Barry,22/07/2017,36.9,3200,3,1,5,596,102,1960,Frankston City Council,-38.11835,145.15754,Eastern Victoria,2500
Frankston South,18 Blaxland Av,3,h,665000,S,hockingstuart,22/07/2017,38,3199,3,1,1,642,,,Frankston City Council,-38.16762,145.13545,South-Eastern Metropolitan,7566
Frankston South,8 Jinchilla Av,5,h,,SN,Barry,22/07/2017,38,3199,5,2,2,654,,,Frankston City Council,-38.18418,145.13918,South-Eastern Metropolitan,7566
Gladstone Park,124 Carrick Dr,3,h,645000,S,Barry,22/07/2017,12.9,3043,3,1,1,556,,,Hume City Council,-37.69584,144.89379,Western Metropolitan,3285
Gladstone Park,11 Leura Ct,3,h,627000,SP,Barry,22/07/2017,12.9,3043,3,1,2,573,,,Hume City Council,-37.69148,144.89873,Western Metropolitan,3285
Glen Iris,2/10 Osborne Av,2,u,580000,VB,hockingstuart,22/07/2017,7.3,3146,2,1,1,200,62,1970,Boroondara City Council,-37.85743,145.0468,Southern Metropolitan,10412
Glen Iris,8/12 Osborne Av,2,u,519500,S,Marshall,22/07/2017,7.3,3146,2,1,1,1101,73,1970,Boroondara City Council,-37.85724,145.04681,Southern Metropolitan,10412
Glen Waverley,2/51 Avonhurst Dr,2,u,656000,S,Harcourts,22/07/2017,16.7,3150,2,1,1,345,120,2012,Monash City Council,-37.89919,145.14856,Eastern Metropolitan,15321
Glen Waverley,24 Diamond Av,5,h,,SN,Ray,22/07/2017,16.7,3150,5,2,1,651,216,1980,Monash City Council,-37.87179,145.17303,Eastern Metropolitan,15321
Glen Waverley,2/11 Kinnoull Gr,3,u,,PI,Harcourts,22/07/2017,16.7,3150,3,2,2,248,115,2002,Monash City Council,-37.87889,145.15538,Eastern Metropolitan,15321
Glen Waverley,1/6 Kirstina Rd,2,u,730000,PI,Harcourts,22/07/2017,16.7,3150,2,1,1,235,,,Monash City Council,-37.89017,145.1652,Eastern Metropolitan,15321
Glen Waverley,32 Maylands Cr,5,h,1182000,S,Ray,22/07/2017,16.7,3150,5,2,3,650,152,1975,Monash City Council,-37.90383,145.17166,Eastern Metropolitan,15321
Glen Waverley,2/40 The Outlook,4,u,1500000,PI,Barry,22/07/2017,16.7,3150,4,2,2,248,,,Monash City Council,-37.88425,145.17031,Eastern Metropolitan,15321
Glen Waverley,25 Walter St,3,h,1800000,S,Ray,22/07/2017,16.7,3150,3,1,1,729,,,Monash City Council,-37.86954,145.16429,Eastern Metropolitan,15321
Glen Waverley,2 Wattletree Ct,5,h,1832000,S,Barry,22/07/2017,16.7,3150,5,2,2,803,,,Monash City Council,-37.87942,145.17668,Eastern Metropolitan,15321
Glen Waverley,2/32 Wilson Rd,3,u,1000000,PI,McGrath,22/07/2017,16.7,3150,3,2,2,365,124,1996,Monash City Council,-37.88599,145.17031,Eastern Metropolitan,15321
Glenroy,4/39 Clovelly Av,2,u,493000,S,Biggin,22/07/2017,11.2,3046,2,1,2,201,201,2000,Moreland City Council,-37.70691,144.90934,Northern Metropolitan,8870
Glenroy,8 Granville St,3,h,940000,SP,Stockdale,22/07/2017,11.2,3046,3,2,5,627,173,1960,Moreland City Council,-37.70198,144.92166,Northern Metropolitan,8870
Glenroy,3/42 Harold St,2,u,435000,S,Nelson,22/07/2017,11.2,3046,2,1,1,144,73,2010,Moreland City Council,-37.70628,144.92379,Northern Metropolitan,8870
Glenroy,3/36 Isla Av,3,u,,SP,Brad,22/07/2017,11.2,3046,,,,,,,Moreland City Council,,,Northern Metropolitan,8870
Greensborough,23 Bullanoo Ct,3,h,725000,S,Buckingham,22/07/2017,16.1,3088,3,2,2,672,,,Banyule City Council,-37.68989,145.10698,Northern Metropolitan,8524
Greensborough,40 Patrick Cl,5,h,,VB,Darren,22/07/2017,16.1,3088,5,3,2,1079,,,Banyule City Council,-37.68433,145.12849,Northern Metropolitan,8524
Greenvale,12 Bianca Cr,4,h,670000,VB,Barry,22/07/2017,20.4,3059,,,,,,,Hume City Council,,,Northern Metropolitan,4864
Greenvale,40 Frontier Av,3,t,470000,SP,Barry,22/07/2017,20.4,3059,3,2,2,201,133,2016,Hume City Council,,,Northern Metropolitan,4864
Greenvale,41A Simmington Cct,3,h,476500,SP,Brad,22/07/2017,20.4,3059,3,1,1,321,,,Hume City Council,-37.63995,144.89022,Northern Metropolitan,4864
Hadfield,146 East St,4,h,741000,S,Nelson,22/07/2017,11.2,3046,4,1,2,652,158,1960,Moreland City Council,-37.70542,144.95127,Northern Metropolitan,2606
Hadfield,99 Hilton St,3,h,550000,S,Eview,22/07/2017,11.2,3046,3,1,2,325,100,1950,Moreland City Council,-37.70325,144.94757,Northern Metropolitan,2606
Hadfield,5 Regent St,3,h,,SN,Barry,22/07/2017,11.2,3046,3,1,3,650,99,1960,Moreland City Council,-37.70426,144.9445,Northern Metropolitan,2606
Hampton,15 David St,3,h,1930000,S,Buxton,22/07/2017,13.8,3188,3,2,2,720,,,Bayside City Council,-37.94229,145.01306,Southern Metropolitan,5454
Hampton,7 Exon St,3,t,1405000,S,Buxton,22/07/2017,13.8,3188,3,2,2,220,139,2014,Bayside City Council,-37.93487,145.00093,Southern Metropolitan,5454
Hawthorn,4/3 Kooyongkoot Rd,2,u,500000,VB,Kay,22/07/2017,5.3,3122,2,1,1,2338,,,Boroondara City Council,-37.83032,145.03899,Southern Metropolitan,11308
Hawthorn East,11/36 Anderson Rd,2,u,520000,VB,Thomas,22/07/2017,6.2,3123,2,1,1,0,,,Boroondara City Council,-37.84139,145.05045,Southern Metropolitan,6482
Heathmont,91 Campbell St,4,h,1270500,S,Philip,22/07/2017,21.3,3135,4,2,3,801,180,1957,Maroondah City Council,-37.82734,145.24487,Eastern Metropolitan,3794
Heathmont,61 Canterbury Rd,3,h,751000,SP,Mandy,22/07/2017,21.3,3135,3,1,2,693,129,1950,Maroondah City Council,-37.82536,145.24893,Eastern Metropolitan,3794
Heathmont,37 Tagell Rd,4,h,,SN,Barry,22/07/2017,21.3,3135,4,1,1,782,157,1962,Maroondah City Council,-37.82359,145.24409,Eastern Metropolitan,3794
Heidelberg,15 Adamson St,3,h,1515000,SP,Miles,22/07/2017,8.9,3084,3,1,3,827,,1950,Banyule City Council,-37.74776,145.06217,Eastern Metropolitan,2890
Heidelberg West,26 Bardia St,2,h,735000,S,Harcourts,22/07/2017,8.8,3081,2,1,4,600,,,Banyule City Council,-37.74798,145.03765,Eastern Metropolitan,2674
Heidelberg West,254 Liberty Pde,4,h,590000,S,Haughton,22/07/2017,8.8,3081,4,2,2,409,,,Banyule City Council,-37.74033,145.03696,Eastern Metropolitan,2674
Highett,9 Barnet St,3,h,1460000,S,Whiting,22/07/2017,16,3190,3,2,2,725,,,Bayside City Council,-37.95008,145.03203,Southern Metropolitan,4794
Highett,10 Haynes St,4,h,1535000,S,Thomson,22/07/2017,16,3190,4,2,2,719,719,1998,Bayside City Council,-37.94999,145.03122,Southern Metropolitan,4794
Highett,13 Haynes St,2,h,,S,Hodges,22/07/2017,16,3190,2,1,3,716,142,1950,Bayside City Council,-37.95023,145.03081,Southern Metropolitan,4794
Highett,19 Jillian Av,3,h,,SA,Hodges,22/07/2017,16,3190,3,2,2,656,141,1950,Bayside City Council,-37.94712,145.02352,Southern Metropolitan,4794
Highett,14A Telford St,4,t,1205000,S,Charlton,22/07/2017,16,3190,,,,,,,Bayside City Council,,,Southern Metropolitan,4794
Highett,3/2 Thistle Gr,2,u,525000,S,Buxton,22/07/2017,16,3190,,,,,,,Bayside City Council,,,Southern Metropolitan,4794
Hillside,93 Saronvale Cr,4,h,700000,PI,Barry,22/07/2017,18,3037,4,2,4,788,236,1995,Brimbank City Council,-37.68974,144.75225,Western Metropolitan,5556
Hoppers Crossing,46 Bourke Cr,3,h,520000,S,LJ,22/07/2017,18.4,3029,3,1,0,609,109,1986,Wyndham City Council,-37.86991,144.68607,Western Metropolitan,13830
Hoppers Crossing,2 Burge Cr,4,h,650000,SP,Triwest,22/07/2017,18.4,3029,4,2,2,680,205,1985,Wyndham City Council,-37.86821,144.69566,Western Metropolitan,13830
Hoppers Crossing,11 Dummett Av,4,h,576000,S,hockingstuart,22/07/2017,18.4,3029,4,2,1,570,,,Wyndham City Council,-37.87185,144.68931,Western Metropolitan,13830
Hoppers Crossing,13 Majella Ct,3,h,,SN,Barry,22/07/2017,18.4,3029,3,2,2,640,160,1990,Wyndham City Council,-37.85324,144.67619,Western Metropolitan,13830
Hughesdale,3/9 Clapham Rd,2,u,472000,S,LITTLE,22/07/2017,12.3,3166,2,1,1,0,70,1970,Monash City Council,-37.89369,145.08354,Southern Metropolitan,3145
Ivanhoe,4/75 Green St,2,t,880000,S,Miles,22/07/2017,7.8,3079,2,1,2,229,113,2005,Banyule City Council,-37.7651,145.03452,Eastern Metropolitan,5549
Ivanhoe,6/36 Livingstone St,4,t,985000,VB,Jellis,22/07/2017,7.8,3079,4,3,2,181,154,2016,Banyule City Council,-37.76758,145.03883,Eastern Metropolitan,5549
Ivanhoe,9 Sherwood Rd,3,h,,SN,Miles,22/07/2017,7.8,3079,3,1,1,910,254,1920,Banyule City Council,-37.76688,145.04871,Eastern Metropolitan,5549
Jacana,12 Lorraine Cr,3,h,528000,SP,RW,22/07/2017,14,3047,3,1,3,588,92,1960,Hume City Council,-37.68306,144.90928,Northern Metropolitan,851
Jacana,29 Robinson St,3,h,,SN,Barry,22/07/2017,14,3047,3,1,3,604,,,Hume City Council,-37.68619,144.91055,Northern Metropolitan,851
Kealba,15 Bletchley Pl,4,h,590000,SP,Nelson,22/07/2017,14,3021,4,2,2,617,,,Brimbank City Council,-37.7364,144.82556,Western Metropolitan,1202
Keilor East,3 Border Dr,3,h,918000,S,Nelson,22/07/2017,11.7,3033,3,2,2,669,166,2000,Brimbank City Council,-37.73936,144.85874,Western Metropolitan,5629
Keilor East,28 Nyah St,3,t,777000,S,Brad,22/07/2017,11.7,3033,3,2,1,300,,1950,Brimbank City Council,-37.73421,144.86832,Western Metropolitan,5629
Keilor East,23 Phillip Rd,4,h,880000,S,Barry,22/07/2017,11.7,3033,4,1,1,534,,,Brimbank City Council,-37.74807,144.86927,Western Metropolitan,5629
Kew,38 Wiltshire Dr,2,u,591000,S,Nelson,22/07/2017,5.4,3101,2,1,2,0,90,1887,Boroondara City Council,-37.79413,145.02382,Southern Metropolitan,10331
Kew East,4/1240 Old Burke Rd,3,t,,SP,Fletchers,22/07/2017,7.3,3102,3,3,1,192,,,Boroondara City Council,-37.78571,145.06282,Southern Metropolitan,2671
Kings Park,261 Taylors Rd,3,h,565000,S,Ray,22/07/2017,14,3021,3,2,3,543,106.9,1980,Brimbank City Council,-37.72765,144.78107,Western Metropolitan,2878
Kingsville,2C Chatfield St,2,h,,PN,hockingstuart,22/07/2017,6.4,3012,2,2,1,119,97,,Maribyrnong City Council,-37.8101,144.87928,Western Metropolitan,1808
Kurunjang,8 Carberry Dr,4,h,362000,SP,hockingstuart,22/07/2017,31.7,3337,4,2,2,685,141,1970,Melton City Council,-37.67277,144.59643,Northern Victoria,3553
